Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
qr code for wedding pictures,Informational,n/a,0,1.9K,,n/a,n/a,22,1.87,1.00,Go to a snapshot of the SERP for qr code for wedding pictures,162,1 month
qr code generator login,Transactional,n/a,0,1.9K,,n/a,n/a,77,1.37,0.10,Go to a snapshot of the SERP for qr code generator login,112,1 month
qr code generator pro,Informational,n/a,0,1.9K,,n/a,n/a,97,5.49,0.25,Go to a snapshot of the SERP for qr code generator pro,38,1 month
qr code gta 5,Informational,n/a,0,1.9K,,n/a,n/a,31,0.00,0.33,Go to a snapshot of the SERP for qr code gta 5,108,1 month
qr code in print,Informational,n/a,0,1.9K,,n/a,n/a,14,2.05,0.04,Go to a snapshot of the SERP for qr code in print,131,1 month
qr code io,Navigational,n/a,0,1.9K,,n/a,n/a,38,1.13,0.49,Go to a snapshot of the SERP for qr code io,110,1 month
qr code png,Informational,n/a,0,1.9K,,n/a,n/a,42,2.09,0.09,Go to a snapshot of the SERP for qr code png,138,1 month
qr code reader download,Informational,n/a,0,1.9K,,n/a,n/a,62,0.92,0.33,Go to a snapshot of the SERP for qr code reader download,139,1 month
qr code rouge,Informational,n/a,0,1.9K,,n/a,n/a,31,0.00,0.33,Go to a snapshot of the SERP for qr code rouge,68M,1 month
qr code scaner,Informational | Transactional,n/a,0,1.9K,,n/a,n/a,81,0.76,0.35,Go to a snapshot of the SERP for qr code scaner,203,1 month
qr code scanner android,Informational,n/a,0,1.9K,,n/a,n/a,68,0.89,0.27,Go to a snapshot of the SERP for qr code scanner android,108,1 month
qr code weird,Informational,n/a,0,1.9K,,n/a,n/a,28,1.03,0.15,Go to a snapshot of the SERP for qr code weird,122,1 month
qr creator free,Commercial,n/a,0,1.9K,,n/a,n/a,98,2.02,0.73,Go to a snapshot of the SERP for qr creator free,101,1 month
qr creator online,Informational | Commercial,n/a,0,1.9K,,n/a,n/a,92,1.40,0.14,Go to a snapshot of the SERP for qr creator online,134,1 month
qr io,Navigational,n/a,0,1.9K,,n/a,n/a,44,1.13,0.49,Go to a snapshot of the SERP for qr io,n/a,1 month
qr tiger qr code generator,Informational | Navigational,n/a,0,1.9K,,n/a,n/a,31,1.98,0.05,Go to a snapshot of the SERP for qr tiger qr code generator,5,1 month
qr.io,Navigational,n/a,0,1.9K,,n/a,n/a,47,1.13,0.49,Go to a snapshot of the SERP for qr.io,n/a,1 month
qrcode monkey free qr code generator,Informational,n/a,0,1.9K,,n/a,n/a,81,0.00,0.33,Go to a snapshot of the SERP for qrcode monkey free qr code generator,131,1 month
qrcode reader,Informational,n/a,0,1.9K,,n/a,n/a,82,0.80,0.36,Go to a snapshot of the SERP for qrcode reader,20,1 month
qrmaker,Informational,n/a,0,1.9K,,n/a,n/a,92,1.13,0.61,Go to a snapshot of the SERP for qrmaker,20,1 month
qrqr meaning,Informational,n/a,0,1.9K,,n/a,n/a,54,0.20,0.02,Go to a snapshot of the SERP for qrqr meaning,119,1 month
read qr code from image,Informational,n/a,0,1.9K,,n/a,n/a,43,0.75,0.19,Go to a snapshot of the SERP for read qr code from image,152,1 month
scan barcode online,Informational,n/a,0,1.9K,,n/a,n/a,53,0.86,0.21,Go to a snapshot of the SERP for scan barcode online,110,1 month
scan qr,Informational,n/a,0,1.9K,,n/a,n/a,65,0.66,0.25,Go to a snapshot of the SERP for scan qr,128,1 month
test barcode online,Informational | Commercial,n/a,0,1.9K,,n/a,n/a,59,0.86,0.21,Go to a snapshot of the SERP for test barcode online,19,1 month
ultra sun qr code pokemon,Informational,n/a,0,1.9K,,n/a,n/a,22,0.00,0.33,Go to a snapshot of the SERP for ultra sun qr code pokemon,169,1 month
website to make a free qr code,n/a,n/a,0,1.9K,,n/a,n/a,n/a,0.00,0.00,n/a,n/a,Refresh
what does qr stand for in qr code,Informational,n/a,0,1.9K,,n/a,n/a,40,0.13,0.04,Go to a snapshot of the SERP for what does qr stand for in qr code,156,1 month
what is qr code,Informational,n/a,0,1.9K,,n/a,n/a,71,0.22,0.12,Go to a snapshot of the SERP for what is qr code,20,1 month
wifi qr code generator,Informational,n/a,0,1.9K,,n/a,n/a,31,0.83,0.44,Go to a snapshot of the SERP for wifi qr code generator,115,1 month
yo kai watch five star coin qr codes,Informational | Transactional,n/a,0,1.9K,,n/a,n/a,22,0.00,0.33,Go to a snapshot of the SERP for yo kai watch five star coin qr codes,133,1 month
3ds theme qr codes,Informational,n/a,0,1.6K,,n/a,n/a,17,0.00,0.33,Go to a snapshot of the SERP for 3ds theme qr codes,107,1 month
android qr code scannen,Informational,n/a,0,1.6K,,n/a,n/a,70,0.89,0.27,Go to a snapshot of the SERP for android qr code scannen,94,1 month
bar code reader online,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,65,0.86,0.21,5,163,1 month
barcode scanner free,Informational,n/a,0,1.6K,,n/a,n/a,41,1.13,0.58,Go to a snapshot of the SERP for barcode scanner free,202,1 month
big hit audition qr code,Informational,n/a,0,1.6K,,n/a,n/a,32,0.00,0.33,Go to a snapshot of the SERP for big hit audition qr code,111,1 month
business card qr code,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,39,3.32,1.00,6,120,1 month
cam qr,Informational,n/a,0,1.6K,,n/a,n/a,80,0.72,0.04,8,121,1 month
code qr facebook,Informational,n/a,0,1.6K,,n/a,n/a,42,1.81,0.35,Go to a snapshot of the SERP for code qr facebook,102,1 month
create a custom qr code,Commercial,n/a,0,1.6K,,n/a,n/a,85,3.11,0.11,6,175,1 month
creator of qr codes,n/a,n/a,0,1.6K,,n/a,n/a,n/a,1.39,0.57,n/a,n/a,Refresh
cross stitch qr code,Informational,n/a,0,1.6K,,n/a,n/a,1,0.00,0.01,Go to a snapshot of the SERP for cross stitch qr code,57,1 month
dbl qr code generator,Informational,n/a,0,1.6K,,n/a,n/a,26,0.00,0.05,6,108,1 month
decoder qr,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,33,0.61,0.03,Go to a snapshot of the SERP for decoder qr,91,1 month
decodificador qr code,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,39,0.61,0.03,4,118,1 month
diva station qr code,Informational,n/a,0,1.6K,,n/a,n/a,26,0.00,0.33,Go to a snapshot of the SERP for diva station qr code,52,1 month
dot qr code,Informational,n/a,0,1.6K,,n/a,n/a,35,2.18,0.02,Go to a snapshot of the SERP for dot qr code,120,1 month
double qr codes,Informational,n/a,0,1.6K,,n/a,n/a,50,0.00,0.01,6,137,1 month
download qr reader,Informational,n/a,0,1.6K,,n/a,n/a,63,1.24,0.01,Go to a snapshot of the SERP for download qr reader,135,1 month
dynamic qr code,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,30,6.19,0.61,Go to a snapshot of the SERP for dynamic qr code,126,1 month
flow code,Navigational,n/a,0,1.6K,,n/a,n/a,66,1.23,0.42,9,110,1 month
flowcode login,Transactional | Navigational,n/a,0,1.6K,,n/a,n/a,25,0.21,0.12,5,100,1 month
funny qr codes,Informational,n/a,0,1.6K,,n/a,n/a,24,1.03,0.15,Go to a snapshot of the SERP for funny qr codes,125,1 month
geforce now qr code ads,Informational,n/a,0,1.6K,,n/a,n/a,35,0.00,0.00,6,2.3M,1 month
generador de qr,Informational,n/a,0,1.6K,,n/a,n/a,73,0.79,0.51,Go to a snapshot of the SERP for generador de qr,130,1 month
generate a qr,Informational,n/a,0,1.6K,,n/a,n/a,90,1.89,0.70,Go to a snapshot of the SERP for generate a qr,131,1 month
generate qr code for url,Informational,n/a,0,1.6K,,n/a,n/a,93,2.06,0.73,Go to a snapshot of the SERP for generate qr code for url,171,1 month
how can you scan,Informational,n/a,0,1.6K,,n/a,n/a,57,0.64,0.35,6,107,1 month
how do you scan,Informational,n/a,0,1.6K,,n/a,n/a,50,0.65,0.37,7,107,1 month
how do you scan a barcode,Informational,n/a,0,1.6K,,n/a,n/a,62,0.74,0.53,7,179,1 month
how does qr code work,Informational,n/a,0,1.6K,,n/a,n/a,63,0.19,0.17,6,140,1 month
how to create a qr,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,92,2.47,0.69,8,188,1 month
how to create a qr code free,Informational,n/a,0,1.6K,,n/a,n/a,93,2.28,0.72,Go to a snapshot of the SERP for how to create a qr code free,176,1 month
how to get a qr code for a website,Informational,n/a,0,1.6K,,n/a,n/a,76,4.15,0.70,Go to a snapshot of the SERP for how to get a qr code for a website,174,1 month
how to make a qr code for free,Informational,n/a,0,1.6K,,n/a,n/a,91,2.28,0.72,Go to a snapshot of the SERP for how to make a qr code for free,170,1 month
how to make qr codes,Informational,n/a,0,1.6K,,n/a,n/a,74,2.02,0.62,7,193,1 month
how to scan a barcode,Informational,n/a,0,1.6K,,n/a,n/a,77,0.80,0.53,Go to a snapshot of the SERP for how to scan a barcode,180,1 month
how to scan a qr code on my phone,Informational,n/a,0,1.6K,,n/a,n/a,39,0.79,0.49,9,139,1 month
how to scan a qr code with iphone,Informational,n/a,0,1.6K,,n/a,n/a,33,0.51,0.39,Go to a snapshot of the SERP for how to scan a qr code with iphone,112,1 month
how to scan qr code with android,Informational,n/a,0,1.6K,,n/a,n/a,47,0.68,0.44,9,132,1 month
how to turn a link into a qr code,Informational,n/a,0,1.6K,,n/a,n/a,87,2.73,0.65,7,163,1 month
how to use qr code,Informational,n/a,0,1.6K,,n/a,n/a,75,0.26,0.44,6,176,1 month
knitted qr code,Informational,n/a,0,1.6K,,n/a,n/a,12,0.00,0.33,6,106,1 month
link generator,Commercial,n/a,0,1.6K,,n/a,n/a,98,1.51,0.16,6,132,1 month
make qr code online,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,91,1.40,0.14,6,126,1 month
making qr code online,Commercial,n/a,0,1.6K,,n/a,n/a,95,1.40,0.14,Go to a snapshot of the SERP for making qr code online,128,1 month
minecraft qr code,Informational,n/a,0,1.6K,,n/a,n/a,29,0.00,0.33,Go to a snapshot of the SERP for minecraft qr code,109,1 month
netflix qr code login,Transactional | Navigational,n/a,0,1.6K,,n/a,n/a,44,1.34,0.33,Go to a snapshot of the SERP for netflix qr code login,44,1 month
omega ruby qr codes,Informational,n/a,0,1.6K,,n/a,n/a,12,0.00,0.33,Go to a snapshot of the SERP for omega ruby qr codes,109,1 month
outlook qr code,Informational,n/a,0,1.6K,,n/a,n/a,34,0.00,0.33,Go to a snapshot of the SERP for outlook qr code,43,1 month
playstation qr code,Informational | Navigational,n/a,0,1.6K,,n/a,n/a,47,1.21,0.33,Go to a snapshot of the SERP for playstation qr code,165,1 month
pokemon ultra moon qr codes,Informational,n/a,0,1.6K,,n/a,n/a,22,0.00,0.33,6,85,1 month
pokemon ultra sun hacked qr codes,Informational,n/a,0,1.6K,,n/a,n/a,24,0.00,0.33,Go to a snapshot of the SERP for pokemon ultra sun hacked qr codes,109,1 month
pokemon ultra sun pokemon qr codes,Informational,n/a,0,1.6K,,n/a,n/a,20,0.00,0.33,Go to a snapshot of the SERP for pokemon ultra sun pokemon qr codes,126,1 month
pokemon ultra sun qr codes,Informational,n/a,0,1.6K,,n/a,n/a,31,0.00,0.33,Go to a snapshot of the SERP for pokemon ultra sun qr codes,95,1 month
purrloin qr code,Informational,n/a,0,1.6K,,n/a,n/a,22,0.00,0.33,Go to a snapshot of the SERP for purrloin qr code,11K,1 month
qr and barcode,Informational,n/a,0,1.6K,,n/a,n/a,54,1.13,0.17,Go to a snapshot of the SERP for qr and barcode,134,1 month
qr barcode generator online free,Commercial,n/a,0,1.6K,,n/a,n/a,86,1.56,0.12,Go to a snapshot of the SERP for qr barcode generator online free,135,1 month
qr chimp,Navigational,n/a,0,1.6K,,n/a,n/a,24,0.99,0.43,Go to a snapshot of the SERP for qr chimp,129,1 month
qr code chimp,Navigational,n/a,0,1.6K,,n/a,n/a,31,0.99,0.43,7,135,1 month
qr code creater,Informational,n/a,0,1.6K,,n/a,n/a,86,1.66,0.68,4,126,1 month
qr code dino,Informational,n/a,0,1.6K,,n/a,n/a,7,0.85,0.33,Go to a snapshot of the SERP for qr code dino,121,1 month
qr code fabric,Informational | Transactional,n/a,0,1.6K,,n/a,n/a,9,0.00,0.33,Go to a snapshot of the SERP for qr code fabric,124,1 month
qr code for microsoft authenticator,Informational,n/a,0,1.6K,,n/a,n/a,60,0.81,0.03,6,130,1 month
qr code for website,Informational,n/a,0,1.6K,,n/a,n/a,86,2.77,0.28,6,119,1 month
qr code free generator,Commercial,n/a,0,1.6K,,n/a,n/a,99,2.02,0.73,Go to a snapshot of the SERP for qr code free generator,124,1 month
qr code gen,Commercial,n/a,0,1.6K,,n/a,n/a,89,1.55,0.64,4,126,1 month
qr code generater,Commercial,n/a,0,1.6K,,n/a,n/a,97,1.68,0.60,Go to a snapshot of the SERP for qr code generater,135,1 month
qr code generator for google forms,Informational,n/a,0,1.6K,,n/a,n/a,37,1.67,0.21,7,133,1 month
qr code generator free no expiration,Commercial,n/a,0,1.6K,,n/a,n/a,85,1.44,0.77,Go to a snapshot of the SERP for qr code generator free no expiration,123,1 month
qr code line,Informational,n/a,0,1.6K,,n/a,n/a,26,0.00,0.33,Go to a snapshot of the SERP for qr code line,119,1 month
qr code lines,Informational,n/a,0,1.6K,,n/a,n/a,60,0.00,0.33,6,129,1 month
qr code linkedin,Informational,n/a,0,1.6K,,n/a,n/a,27,1.48,0.14,Go to a snapshot of the SERP for qr code linkedin,101,1 month
qr code scanner app for ios,Informational,n/a,0,1.6K,,n/a,n/a,35,0.00,0.33,Go to a snapshot of the SERP for qr code scanner app for ios,143,1 month
qr code scanner kaspersky,Informational,n/a,0,1.6K,,n/a,n/a,31,0.90,0.06,5,179K,1 month
qr code television,Informational,n/a,0,1.6K,,n/a,n/a,18,0.00,0.33,6,99,1 month
qr code to link,Commercial,n/a,0,1.6K,,n/a,n/a,80,1.25,0.14,Go to a snapshot of the SERP for qr code to link,124,1 month
qr code ultra sun ultra moon,Informational,n/a,0,1.6K,,n/a,n/a,27,0.00,0.33,Go to a snapshot of the SERP for qr code ultra sun ultra moon,183,1 month
qr code viewer online,Informational,n/a,0,1.6K,,n/a,n/a,74,0.30,0.02,5,103,1 month
qr code wechat group noty,Informational,n/a,0,1.6K,,n/a,n/a,32,0.00,0.33,Go to a snapshot of the SERP for qr code wechat group noty,98,1 month
qr code with logo,Informational,n/a,0,1.6K,,n/a,n/a,34,2.50,0.84,4,118,1 month
qr example,Informational,n/a,0,1.6K,,n/a,n/a,54,1.13,0.30,Go to a snapshot of the SERP for qr example,127,1 month
qr generator online free,Commercial,n/a,0,1.6K,,n/a,n/a,96,1.56,0.12,Go to a snapshot of the SERP for qr generator online free,129,1 month
qr tag,Informational,n/a,0,1.6K,,n/a,n/a,44,1.23,0.34,6,139,1 month
qr what,Informational,n/a,0,1.6K,,n/a,n/a,65,0.22,0.12,Go to a snapshot of the SERP for qr what,118,1 month
qrc generator,Informational | Commercial,n/a,0,1.6K,,n/a,n/a,98,1.44,0.64,Go to a snapshot of the SERP for qrc generator,133,1 month
quick response code app,Informational,n/a,0,1.6K,,n/a,n/a,74,1.11,0.52,Go to a snapshot of the SERP for quick response code app,481M,1 month
rickroll qr code sticker,Informational,n/a,0,1.6K,,n/a,n/a,17,0.00,0.33,5,158,1 month
scan qr code on laptop,Informational,n/a,0,1.6K,,n/a,n/a,44,0.09,0.02,Go to a snapshot of the SERP for scan qr code on laptop,121,1 month
scan qr codes,Informational,n/a,0,1.6K,,n/a,n/a,79,0.80,0.41,Go to a snapshot of the SERP for scan qr codes,124,1 month
scan the qr code,Informational,n/a,0,1.6K,,n/a,n/a,75,0.80,0.15,Go to a snapshot of the SERP for scan the qr code,124,1 month
scan this qr code with your phone or tablet,Informational,n/a,0,1.6K,,n/a,n/a,50,1.50,0.05,Go to a snapshot of the SERP for scan this qr code with your phone or tablet,154,1 month
scanning a qr code android,Informational,n/a,0,1.6K,,n/a,n/a,57,0.89,0.27,Go to a snapshot of the SERP for scanning a qr code android,146,1 month
snapchat qr code,Informational,n/a,0,1.6K,,n/a,n/a,40,1.94,0.33,Go to a snapshot of the SERP for snapchat qr code,39,1 month
spotify qr code,Informational,n/a,0,1.6K,,n/a,n/a,48,1.19,0.07,6,99,1 month
square scan code,Informational,n/a,0,1.6K,,n/a,n/a,39,1.14,0.33,6,86,1 month
thwo to find microscoft qr code email,Informational,n/a,0,1.6K,,n/a,n/a,43,0.00,0.00,6,151,1 month
tomodachi life qr mii codes,Informational,n/a,0,1.6K,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for tomodachi life qr mii codes,189,1 month
tạo mã qr,Commercial,n/a,0,1.6K,,n/a,n/a,50,0.54,0.50,Go to a snapshot of the SERP for tạo mã qr,121,1 month
ultra sun moon qr codes,Informational,n/a,0,1.6K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for ultra sun moon qr codes,89,1 month
ultra sun pokemon qr codes,Informational,n/a,0,1.6K,,n/a,n/a,26,0.00,0.33,Go to a snapshot of the SERP for ultra sun pokemon qr codes,177,1 month
ultra sun qr codes,Informational,n/a,0,1.6K,,n/a,n/a,28,0.00,0.33,7,149,1 month
ultra sun ultra moon qr codes,Informational,n/a,0,1.6K,,n/a,n/a,24,0.00,0.33,Go to a snapshot of the SERP for ultra sun ultra moon qr codes,171,1 month
url to qr],Commercial,n/a,0,1.6K,,n/a,n/a,90,0.88,0.59,7,123,1 month
web scanner,Informational,n/a,0,1.6K,,n/a,n/a,54,2.79,0.32,Go to a snapshot of the SERP for web scanner,133,1 month
what does qr stand for.,Informational,n/a,0,1.6K,,n/a,n/a,20,0.13,0.04,Go to a snapshot of the SERP for what does qr stand for.,154,1 month
youtube qr code,Informational,n/a,0,1.6K,,n/a,n/a,33,1.07,0.11,Go to a snapshot of the SERP for youtube qr code,97,1 month
3d qr code,Informational,n/a,0,1.3K,,n/a,n/a,6,1.57,0.03,Go to a snapshot of the SERP for 3d qr code,113,1 month
67 emote qr code,Informational,n/a,0,1.3K,,n/a,n/a,23,0.00,0.33,7,100,1 month
adobe express qr code maker,Informational | Navigational,n/a,0,1.3K,,n/a,n/a,38,1.62,0.33,Go to a snapshot of the SERP for adobe express qr code maker,109,1 month
amazon qr code,Informational,n/a,0,1.3K,,n/a,n/a,37,1.10,0.03,Go to a snapshot of the SERP for amazon qr code,170,1 month
any whatsapp qr code,Informational | Transactional,n/a,0,1.3K,,n/a,n/a,33,0.00,0.33,Go to a snapshot of the SERP for any whatsapp qr code,95,1 month
apps that read qr codes,n/a,n/a,0,1.3K,,n/a,n/a,n/a,0.98,0.15,n/a,n/a,Refresh
barcode image scanner,Informational,n/a,0,1.3K,,n/a,n/a,66,0.92,0.54,6,129,1 month
barcode qr code,Informational,n/a,0,1.3K,,n/a,n/a,69,1.13,0.17,Go to a snapshot of the SERP for barcode qr code,135,1 month
barcode reader scanner online,Commercial,n/a,0,1.3K,,n/a,n/a,58,0.86,0.21,5,99,1 month
bitly qr code generator,Transactional,n/a,0,1.3K,,n/a,n/a,46,2.70,0.27,Go to a snapshot of the SERP for bitly qr code generator,96,1 month
california dmv introducing qr codes and anti fraud tech,n/a,n/a,0,1.3K,,n/a,n/a,n/a,0.00,0.33,n/a,n/a,Refresh
camera scan,Informational,n/a,0,1.3K,,n/a,n/a,62,1.27,0.30,Go to a snapshot of the SERP for camera scan,n/a,1 month
canva qr code maker,Transactional | Navigational,n/a,0,1.3K,,n/a,n/a,40,1.95,0.14,Go to a snapshot of the SERP for canva qr code maker,106,1 month
cash app qr code free money,Informational,n/a,0,1.3K,,n/a,n/a,14,0.00,0.33,Go to a snapshot of the SERP for cash app qr code free money,96,1 month
check qr code online,Commercial,n/a,0,1.3K,,n/a,n/a,74,0.66,0.07,5,126,1 month
circle qr code generator,Commercial,n/a,0,1.3K,,n/a,n/a,80,1.63,0.06,Go to a snapshot of the SERP for circle qr code generator,86,1 month
clash qr codes,Informational | Transactional,n/a,0,1.3K,,n/a,n/a,34,0.00,0.33,Go to a snapshot of the SERP for clash qr codes,106,1 month
clash royale qr codes 2025,Informational,n/a,0,1.3K,,n/a,n/a,43,0.00,0.33,6,105,1 month
code qr 3ds,Informational,n/a,0,1.3K,,n/a,n/a,42,0.00,0.33,Go to a snapshot of the SERP for code qr 3ds,116,1 month
create a qr code for a website,Informational,n/a,0,1.3K,,n/a,n/a,89,3.89,0.35,Go to a snapshot of the SERP for create a qr code for a website,169,1 month
create a qr code for free,Informational,n/a,0,1.3K,,n/a,n/a,94,2.02,0.73,Go to a snapshot of the SERP for create a qr code for free,172,1 month
create qr code google,Informational,n/a,0,1.3K,,n/a,n/a,56,1.60,0.64,Go to a snapshot of the SERP for create qr code google,107,1 month
create qr code with logo,Commercial,n/a,0,1.3K,,n/a,n/a,48,2.67,0.52,8,175,1 month
create qr codes,Informational,n/a,0,1.3K,,n/a,n/a,93,2.77,0.74,6,125,1 month
create wifi qr code,Informational,n/a,0,1.3K,,n/a,n/a,36,0.83,0.44,Go to a snapshot of the SERP for create wifi qr code,115,1 month
creating qr codes,Informational,n/a,0,1.3K,,n/a,n/a,92,2.77,0.74,8,118,1 month
decode qr code,Commercial,n/a,0,1.3K,,n/a,n/a,34,0.85,0.03,4,97,1 month
diy qr code,Informational,n/a,0,1.3K,,n/a,n/a,99,1.99,0.03,6,102,1 month
do qr codes expire,Informational,n/a,0,1.3K,,n/a,n/a,15,2.23,0.18,Go to a snapshot of the SERP for do qr codes expire,121,1 month
dqrcode,Informational,n/a,0,1.3K,,n/a,n/a,100,1.24,0.35,4,3.4K,1 month
dragon ball legends qr code generator,Informational,n/a,0,1.3K,,n/a,n/a,9,0.00,0.33,Go to a snapshot of the SERP for dragon ball legends qr code generator,16,1 month
dragon ball legends qr codes,Informational,n/a,0,1.3K,,n/a,n/a,27,0.00,0.33,Go to a snapshot of the SERP for dragon ball legends qr codes,99,1 month
ds qr codes,Informational,n/a,0,1.3K,,n/a,n/a,37,0.00,0.33,Go to a snapshot of the SERP for ds qr codes,159,1 month
dunsparce qr code,Informational,n/a,0,1.3K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for dunsparce qr code,19.5K,1 month
esim qr code,Informational,n/a,0,1.3K,,n/a,n/a,51,6.28,0.40,Go to a snapshot of the SERP for esim qr code,120,1 month
ex qr code,n/a,n/a,0,1.3K,,n/a,n/a,n/a,0.00,0.33,n/a,n/a,Refresh
example of qr codes,Informational,n/a,0,1.3K,,n/a,n/a,31,1.13,0.30,Go to a snapshot of the SERP for example of qr codes,130,1 month
fahlo qr code,Informational,n/a,0,1.3K,,n/a,n/a,26,1.91,0.33,5,92,1 month
fahlo qr codes,Informational,n/a,0,1.3K,,n/a,n/a,26,1.40,0.01,Go to a snapshot of the SERP for fahlo qr codes,102,1 month
flowcode qr,Navigational,n/a,0,1.3K,,n/a,n/a,35,2.25,0.03,Go to a snapshot of the SERP for flowcode qr,106,1 month
free qr code scanners,Informational,n/a,0,1.3K,,n/a,n/a,67,0.89,0.55,6,190,1 month
free qr codes that don't expire,Informational,n/a,0,1.3K,,n/a,n/a,35,1.82,0.80,Go to a snapshot of the SERP for free qr codes that don't expire,416K,1 month
free qr reader,Informational,n/a,0,1.3K,,n/a,n/a,80,0.93,0.50,Go to a snapshot of the SERP for free qr reader,17.3K,1 month
free qrcode maker,Informational,n/a,0,1.3K,,n/a,n/a,92,2.02,0.73,4,127,1 month
generar qr,Commercial,n/a,0,1.3K,,n/a,n/a,83,0.60,0.51,Go to a snapshot of the SERP for generar qr,138,1 month
generate a qr code for a website,Informational,n/a,0,1.3K,,n/a,n/a,90,3.89,0.35,Go to a snapshot of the SERP for generate a qr code for a website,174,1 month
generate free qr code,Commercial,n/a,0,1.3K,,n/a,n/a,94,2.02,0.73,Go to a snapshot of the SERP for generate free qr code,128,1 month
generate qr code for visiting card,Informational,n/a,0,1.3K,,n/a,n/a,37,4.49,0.63,6,171,1 month
generate qr code for website,Informational,n/a,0,1.3K,,n/a,n/a,87,3.89,0.35,Go to a snapshot of the SERP for generate qr code for website,171,1 month
generate qr code for wifi,Informational,n/a,0,1.3K,,n/a,n/a,31,0.83,0.44,Go to a snapshot of the SERP for generate qr code for wifi,158,1 month
google create qr code,Informational,n/a,0,1.3K,,n/a,n/a,50,1.67,0.57,7,105,1 month
google forms qr code,Informational,n/a,0,1.3K,,n/a,n/a,37,1.54,0.58,6,78,1 month
google qr code,Informational,n/a,0,1.3K,,n/a,n/a,47,1.33,0.48,5,105,1 month
google qr scanner,Informational,n/a,0,1.3K,,n/a,n/a,68,0.73,0.32,Go to a snapshot of the SERP for google qr scanner,92,1 month
hovercode,Navigational,n/a,0,1.3K,,n/a,n/a,31,3.52,0.16,5,n/a,1 month
how can i scan a qr code,Informational,n/a,0,1.3K,,n/a,n/a,77,0.55,0.53,Go to a snapshot of the SERP for how can i scan a qr code,158,1 month
how do i scan a barcode,Informational,n/a,0,1.3K,,n/a,n/a,54,0.74,0.53,7,184,1 month
how do i scan a qr code android,Informational,n/a,0,1.3K,,n/a,n/a,48,0.73,0.45,Go to a snapshot of the SERP for how do i scan a qr code android,132,1 month
how do you scan a code,Informational,n/a,0,1.3K,,n/a,n/a,69,0.59,0.59,Go to a snapshot of the SERP for how do you scan a code,195,1 month
how do you use a qr code,Informational,n/a,0,1.3K,,n/a,n/a,70,0.26,0.50,Go to a snapshot of the SERP for how do you use a qr code,186,1 month
how scan qr code,Informational,n/a,0,1.3K,,n/a,n/a,70,0.55,0.53,Go to a snapshot of the SERP for how scan qr code,102,1 month
how to create a free qr code,Informational,n/a,0,1.3K,,n/a,n/a,97,2.28,0.72,10,177,1 month
how to create a qr barcode free,Informational,n/a,0,1.3K,,n/a,n/a,88,2.28,0.72,Go to a snapshot of the SERP for how to create a qr barcode free,167,1 month
how to create a qr code for a google form,Informational,n/a,0,1.3K,,n/a,n/a,32,2.10,0.68,Go to a snapshot of the SERP for how to create a qr code for a google form,121,1 month
how to create a qr code for free,Informational,n/a,0,1.3K,,n/a,n/a,97,2.28,0.72,Go to a snapshot of the SERP for how to create a qr code for free,171,1 month
how to create qr codes,Informational,n/a,0,1.3K,,n/a,n/a,96,2.26,0.68,Go to a snapshot of the SERP for how to create qr codes,164,1 month
how to scan qr code from photos,Informational,n/a,0,1.3K,,n/a,n/a,62,0.76,0.25,8,152,1 month
how to scan qr code from screenshot,Informational,n/a,0,1.3K,,n/a,n/a,38,0.82,0.24,9,134,1 month
how to scan qr on android,Informational,n/a,0,1.3K,,n/a,n/a,48,0.68,0.44,8,129,1 month
ibis paint brushes qr code,Informational,n/a,0,1.3K,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for ibis paint brushes qr code,108,1 month
iq scanner,Commercial,n/a,0,1.3K,,n/a,n/a,73,1.13,0.33,6,202,1 month
ixl qr code,Navigational,n/a,0,1.3K,,n/a,n/a,30,2.20,0.01,Go to a snapshot of the SERP for ixl qr code,108,1 month
japan qr code,Informational,n/a,0,1.3K,,n/a,n/a,45,1.58,0.02,Go to a snapshot of the SERP for japan qr code,108,1 month
kode qr,Informational,n/a,0,1.3K,,n/a,n/a,76,0.00,0.02,Go to a snapshot of the SERP for kode qr,134,1 month
lecture qr code,Informational,n/a,0,1.3K,,n/a,n/a,51,0.00,0.33,Go to a snapshot of the SERP for lecture qr code,128,1 month
led qr,Informational,n/a,0,1.3K,,n/a,n/a,27,0.00,0.33,9,206,1 month
link codigo qr,Informational,n/a,0,1.3K,,n/a,n/a,83,0.81,0.59,Go to a snapshot of the SERP for link codigo qr,125,1 month
make qr code for website,Informational,n/a,0,1.3K,,n/a,n/a,79,3.89,0.35,7,173,1 month
make your barcode,Commercial,n/a,0,1.3K,,n/a,n/a,61,1.42,0.32,Go to a snapshot of the SERP for make your barcode,123,1 month
