Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
how do i create qr codes,Informational,n/a,0,170,,n/a,n/a,53,1.77,0.73,Go to a snapshot of the SERP for how do i create qr codes,43,1 month
how do you get a qr code,Informational,n/a,0,170,,n/a,n/a,66,1.14,0.60,Go to a snapshot of the SERP for how do you get a qr code,102,1 month
how do you set up a qr code,Informational,n/a,0,170,,n/a,n/a,57,1.16,0.67,7,100,1 month
how to create a qr code generator,Informational,n/a,0,170,,n/a,n/a,84,1.16,0.72,Go to a snapshot of the SERP for how to create a qr code generator,98,1 month
how to create a qr code link,Informational,n/a,0,170,,n/a,n/a,54,1.96,0.74,Go to a snapshot of the SERP for how to create a qr code link,43,1 month
how to generate a qr code for a website,Informational,n/a,0,170,,n/a,n/a,59,2.25,0.75,Go to a snapshot of the SERP for how to generate a qr code for a website,106,1 month
how to make a qr code generator,Informational,n/a,0,170,,n/a,n/a,82,1.05,0.64,Go to a snapshot of the SERP for how to make a qr code generator,121,1 month
how to make a qr code on canva,Informational,n/a,0,170,,n/a,n/a,34,1.22,0.45,6,108,1 month
image in a qr code,Informational,n/a,0,170,,n/a,n/a,29,1.15,0.76,7,122,1 month
image qr,Informational,n/a,0,170,,n/a,n/a,31,1.15,0.76,Go to a snapshot of the SERP for image qr,129,1 month
link to qrcode,Informational,n/a,0,170,,n/a,n/a,84,0.70,0.76,Go to a snapshot of the SERP for link to qrcode,122,1 month
make a link a qr code,Commercial,n/a,0,170,,n/a,n/a,73,1.84,0.75,5,119,1 month
make free qr codes,Informational,n/a,0,170,,n/a,n/a,86,1.13,0.76,Go to a snapshot of the SERP for make free qr codes,20,1 month
make link to qr code,Commercial,n/a,0,170,,n/a,n/a,81,1.84,0.75,6,126,1 month
make qr code for business card,Informational,n/a,0,170,,n/a,n/a,24,3.03,0.68,5,113,1 month
make qr code from link,Commercial,n/a,0,170,,n/a,n/a,82,0.86,0.77,7,121,1 month
microsoft qr code,Transactional | Navigational,n/a,0,170,,n/a,n/a,47,0.57,0.02,5,105,1 month
microsoft qr code generator,Informational | Navigational,n/a,0,170,,n/a,n/a,31,0.87,0.19,Go to a snapshot of the SERP for microsoft qr code generator,103,1 month
myqrcode,Navigational,n/a,0,170,,n/a,n/a,30,1.20,0.54,5,101,1 month
personalised qr code,Informational,n/a,0,170,,n/a,n/a,79,1.54,0.83,Go to a snapshot of the SERP for personalised qr code,137,1 month
photo qr,Informational,n/a,0,170,,n/a,n/a,24,1.07,0.27,6,135,1 month
photo qr code,Commercial,n/a,0,170,,n/a,n/a,30,1.15,0.76,8,133,1 month
picture code,Informational,n/a,0,170,,n/a,n/a,31,0.00,0.33,8,129,1 month
pictures of qr codes,Informational,n/a,0,170,,n/a,n/a,28,1.15,0.76,Go to a snapshot of the SERP for pictures of qr codes,136,1 month
qr barcode generator free,Informational,n/a,0,170,,n/a,n/a,88,1.08,0.76,5,136,1 month
qr barcode image,Informational,n/a,0,170,,n/a,n/a,29,1.47,0.63,Go to a snapshot of the SERP for qr barcode image,136,1 month
qr code business card creator,Commercial,n/a,0,170,,n/a,n/a,41,3.03,0.68,Go to a snapshot of the SERP for qr code business card creator,106,1 month
qr code design,Informational,n/a,0,170,,n/a,n/a,63,1.34,1.00,4,125,1 month
qr code generator for free,Informational | Commercial,n/a,0,170,,n/a,n/a,83,1.13,0.76,5,134,1 month
qr code generator for wifi,Commercial,n/a,0,170,,n/a,n/a,28,0.58,0.61,9,114,1 month
qr code link,Informational,n/a,0,170,,n/a,n/a,85,0.85,0.58,Go to a snapshot of the SERP for qr code link,126,1 month
qr code make,Commercial,n/a,0,170,,n/a,n/a,82,0.65,0.70,4,135,1 month
qr code svg,Informational,n/a,0,170,,n/a,n/a,32,0.89,0.17,4,97,1 month
qr code website,Informational,n/a,0,170,,n/a,n/a,84,1.67,0.61,Go to a snapshot of the SERP for qr code website,20,1 month
qr code white,Informational,n/a,0,170,,n/a,n/a,21,1.44,0.15,Go to a snapshot of the SERP for qr code white,90,1 month
qr code with dinosaur,Informational,n/a,0,170,,n/a,n/a,9,0.00,0.33,8,106,1 month
qr code with image,Informational,n/a,0,170,,n/a,n/a,70,0.92,0.70,Go to a snapshot of the SERP for qr code with image,126,1 month
qr coe,Informational,n/a,0,170,,n/a,n/a,91,0.72,0.33,5,136,1 month
qr free generator,Commercial,n/a,0,170,,n/a,n/a,83,1.13,0.76,4,133,1 month
qr kód,Informational,n/a,0,170,,n/a,n/a,81,0.48,0.16,4,134,1 month
qr link generator,Commercial,n/a,0,170,,n/a,n/a,84,0.86,0.77,Go to a snapshot of the SERP for qr link generator,131,1 month
qr monkey code,Navigational,n/a,0,170,,n/a,n/a,63,0.33,0.31,9,127,1 month
qr photo scanner,Informational,n/a,0,170,,n/a,n/a,39,0.38,0.40,6,197,1 month
qr to link,Informational | Commercial,n/a,0,170,,n/a,n/a,44,0.73,0.74,Go to a snapshot of the SERP for qr to link,125,1 month
qrcode png,Informational,n/a,0,170,,n/a,n/a,65,1.26,0.06,5,110,1 month
qrcodegenerator,Commercial,n/a,0,170,,n/a,n/a,82,0.79,0.71,3,136,1 month
round qr code,Informational,n/a,0,170,,n/a,n/a,56,1.09,0.65,Go to a snapshot of the SERP for round qr code,77,1 month
scan qr online,Informational | Commercial,n/a,0,170,,n/a,n/a,69,0.33,0.11,3,102,1 month
site qr code,Commercial,n/a,0,170,,n/a,n/a,83,1.01,0.62,Go to a snapshot of the SERP for site qr code,121,1 month
static qr code generator,Informational,n/a,0,170,,n/a,n/a,88,0.84,0.72,5,123,1 month
top qr code generator,Informational | Commercial,n/a,0,170,,n/a,n/a,29,1.99,0.58,Go to a snapshot of the SERP for top qr code generator,122,1 month
web address to qr code,Commercial,n/a,0,170,,n/a,n/a,78,0.47,0.65,8,118,1 month
website qr code,Informational,n/a,0,170,,n/a,n/a,88,1.01,0.61,Go to a snapshot of the SERP for website qr code,113,1 month
wr code,Informational,n/a,0,170,,n/a,n/a,82,0.86,0.33,Go to a snapshot of the SERP for wr code,134,1 month
2d barcode generator,Navigational,n/a,0,140,,n/a,n/a,59,0.83,0.25,Go to a snapshot of the SERP for 2d barcode generator,103,1 month
adobe qr code creator,Informational | Navigational,n/a,0,140,,n/a,n/a,37,0.96,0.04,Go to a snapshot of the SERP for adobe qr code creator,104,1 month
adobe qr creator,Informational | Navigational,n/a,0,140,,n/a,n/a,34,0.93,0.05,Go to a snapshot of the SERP for adobe qr creator,99,1 month
application qr code,Informational,n/a,0,140,,n/a,n/a,17,0.50,0.51,Go to a snapshot of the SERP for application qr code,153,1 month
best free qr generator,Commercial,n/a,0,140,,n/a,n/a,82,1.08,0.63,Go to a snapshot of the SERP for best free qr generator,39,1 month
best qr code maker,Commercial,n/a,0,140,,n/a,n/a,58,1.99,0.58,6,123,1 month
building a qr code,Commercial,n/a,0,140,,n/a,n/a,86,0.87,0.76,8,119,1 month
bulk qr generator,Commercial,n/a,0,140,,n/a,n/a,34,0.80,0.16,4,86,1 month
canva create qr code,Informational | Navigational,n/a,0,140,,n/a,n/a,39,1.55,0.13,Go to a snapshot of the SERP for canva create qr code,104,1 month
canva qr codes,Informational | Navigational,n/a,0,140,,n/a,n/a,40,1.02,0.12,5,n/a,1 month
code qr online,Informational,n/a,0,140,,n/a,n/a,78,0.63,0.34,Go to a snapshot of the SERP for code qr online,101,1 month
create a custom qr code,Commercial,n/a,0,140,,n/a,n/a,84,1.65,0.29,5,125,1 month
create q r code,Commercial,n/a,0,140,,n/a,n/a,89,1.50,0.77,Go to a snapshot of the SERP for create q r code,132,1 month
create qr code adobe,Navigational,n/a,0,140,,n/a,n/a,33,0.95,0.04,Go to a snapshot of the SERP for create qr code adobe,n/a,1 month
create qr code canva,Navigational,n/a,0,140,,n/a,n/a,38,1.47,0.20,Go to a snapshot of the SERP for create qr code canva,105,1 month
create qr code with image,Informational,n/a,0,140,,n/a,n/a,71,0.87,0.60,7,124,1 month
custom qr code maker,Informational,n/a,0,140,,n/a,n/a,77,1.65,0.29,Go to a snapshot of the SERP for custom qr code maker,132,1 month
downloading qr codes,Informational,n/a,0,140,,n/a,n/a,44,0.63,0.52,5,133,1 month
dummy qr code,Informational,n/a,0,140,,n/a,n/a,78,0.94,0.27,6,134,1 month
free scan qr code,Informational,n/a,0,140,,n/a,n/a,45,0.54,0.40,Go to a snapshot of the SERP for free scan qr code,126,1 month
generate qr code for pdf,Informational,n/a,0,140,,n/a,n/a,31,1.93,0.59,6,119,1 month
generator qr code,Commercial,n/a,0,140,,n/a,n/a,85,0.79,0.71,5,130,1 month
gogr,Informational,n/a,0,140,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for gogr,105,1 month
gr code,Informational,n/a,0,140,,n/a,n/a,83,0.72,0.33,7,134,1 month
how can i generate qr code,Informational,n/a,0,140,,n/a,n/a,84,1.14,0.60,Go to a snapshot of the SERP for how can i generate qr code,121,1 month
how can i make a qr code,Informational,n/a,0,140,,n/a,n/a,84,1.38,0.70,Go to a snapshot of the SERP for how can i make a qr code,109,1 month
how can you make a qr code,Informational,n/a,0,140,,n/a,n/a,86,1.38,0.70,7,111,1 month
how do we get a qr code,Informational,n/a,0,140,,n/a,n/a,83,1.14,0.60,Go to a snapshot of the SERP for how do we get a qr code,101,1 month
how to create a qr code in canva,Informational,n/a,0,140,,n/a,n/a,40,1.27,0.46,7,107,1 month
how to create a qr code on canva,Informational,n/a,0,140,,n/a,n/a,37,1.41,0.44,6,105,1 month
how to create qr code free,Informational,n/a,0,140,,n/a,n/a,86,1.46,0.68,6,111,1 month
how to create your own qr code,Informational,n/a,0,140,,n/a,n/a,82,0.97,0.67,7,107,1 month
how to generate a qr,Informational,n/a,0,140,,n/a,n/a,76,1.14,0.60,8,110,1 month
how to generate qr codes,Informational,n/a,0,140,,n/a,n/a,78,1.55,0.72,Go to a snapshot of the SERP for how to generate qr codes,116,1 month
how to get a qr,Informational,n/a,0,140,,n/a,n/a,69,1.14,0.60,Go to a snapshot of the SERP for how to get a qr,102,1 month
how to make qr code for website,Informational,n/a,0,140,,n/a,n/a,81,2.21,0.76,Go to a snapshot of the SERP for how to make qr code for website,97,1 month
how to make your own qr code,Informational,n/a,0,140,,n/a,n/a,91,0.97,0.67,6,97,1 month
how to obtain a qr code,Informational,n/a,0,140,,n/a,n/a,75,1.38,0.70,Go to a snapshot of the SERP for how to obtain a qr code,109,1 month
how to scan a qr code from a picture,Informational,n/a,0,140,,n/a,n/a,40,0.48,0.20,Go to a snapshot of the SERP for how to scan a qr code from a picture,120,1 month
image of qr code,Informational,n/a,0,140,,n/a,n/a,30,0.61,0.40,6,132,1 month
link qr code,Commercial,n/a,0,140,,n/a,n/a,85,0.70,0.76,5,125,1 month
make a qr,Commercial,n/a,0,140,,n/a,n/a,83,1.03,0.77,Go to a snapshot of the SERP for make a qr,62,1 month
make qr code online,Commercial,n/a,0,140,,n/a,n/a,80,0.79,0.56,4,132,1 month
make qr online,Commercial,n/a,0,140,,n/a,n/a,84,0.79,0.56,4,136,1 month
making q r code,Informational,n/a,0,140,,n/a,n/a,84,1.18,0.77,5,129,1 month
making qr code free,Commercial,n/a,0,140,,n/a,n/a,88,1.13,0.76,7,132,1 month
me-qr,Navigational,n/a,0,140,,n/a,n/a,40,0.74,0.45,4,n/a,1 month
monkey qr,Informational,n/a,0,140,,n/a,n/a,31,0.31,0.21,5,127,1 month
obtaining a qr code,Informational,n/a,0,140,,n/a,n/a,88,0.87,0.76,Go to a snapshot of the SERP for obtaining a qr code,119,1 month
online qr kod,Informational,n/a,0,140,,n/a,n/a,79,0.67,0.29,Go to a snapshot of the SERP for online qr kod,99,1 month
online qr scanner,Informational,n/a,0,140,,n/a,n/a,71,0.08,0.02,Go to a snapshot of the SERP for online qr scanner,87,1 month
pdf in qr code,Commercial,n/a,0,140,,n/a,n/a,31,1.10,0.49,Go to a snapshot of the SERP for pdf in qr code,110,1 month
pdf qr code generator,Commercial,n/a,0,140,,n/a,n/a,33,1.93,0.59,Go to a snapshot of the SERP for pdf qr code generator,120,1 month
picture qr,Informational,n/a,0,140,,n/a,n/a,37,1.15,0.76,8,134,1 month
qe monkey,Navigational,n/a,0,140,,n/a,n/a,34,0.23,0.23,4,173,1 month
qi code,Informational,n/a,0,140,,n/a,n/a,77,0.72,0.33,Go to a snapshot of the SERP for qi code,137,1 month
qr barcode online,Informational,n/a,0,140,,n/a,n/a,68,0.67,0.29,Go to a snapshot of the SERP for qr barcode online,109,1 month
qr c,Informational,n/a,0,140,,n/a,n/a,86,0.72,0.33,4,136,1 month
qr code business card generator,Commercial,n/a,0,140,,n/a,n/a,40,3.03,0.68,Go to a snapshot of the SERP for qr code business card generator,118,1 month
qr code custom,Informational,n/a,0,140,,n/a,n/a,80,1.54,0.83,Go to a snapshot of the SERP for qr code custom,129,1 month
qr code download,Informational,n/a,0,140,,n/a,n/a,59,0.73,0.52,Go to a snapshot of the SERP for qr code download,137,1 month
qr code for business,Informational,n/a,0,140,,n/a,n/a,61,2.26,0.91,Go to a snapshot of the SERP for qr code for business,129,1 month
qr code for free,Informational,n/a,0,140,,n/a,n/a,86,1.09,0.79,5,130,1 month
qr code for web,Commercial,n/a,0,140,,n/a,n/a,89,1.67,0.61,7,1.6B,1 month
qr code generator com,Informational,n/a,0,140,,n/a,n/a,84,1.77,0.63,Go to a snapshot of the SERP for qr code generator com,128,1 month
qr code generator for pdf,Commercial,n/a,0,140,,n/a,n/a,32,1.93,0.59,6,122,1 month
qr code generator from text,Commercial,n/a,0,140,,n/a,n/a,73,0.20,0.47,Go to a snapshot of the SERP for qr code generator from text,128,1 month
qr code generator no sign up,Transactional | Navigational,n/a,0,140,,n/a,n/a,72,0.41,0.67,4,128,1 month
qr code generator personalized,Informational,n/a,0,140,,n/a,n/a,82,1.65,0.29,Go to a snapshot of the SERP for qr code generator personalized,130,1 month
qr code generator pro,Informational | Transactional,n/a,0,140,,n/a,n/a,73,3.01,0.63,Go to a snapshot of the SERP for qr code generator pro,137,1 month
qr code generator video,Informational,n/a,0,140,,n/a,n/a,51,1.20,0.60,7,124,1 month
qr code generator website,Commercial,n/a,0,140,,n/a,n/a,84,2.28,0.71,Go to a snapshot of the SERP for qr code generator website,133,1 month
qr code generators,Commercial,n/a,0,140,,n/a,n/a,84,0.79,0.71,7,133,1 month
qr code genertor,Commercial,n/a,0,140,,n/a,n/a,81,0.79,0.71,5,136,1 month
qr code gold,Informational,n/a,0,140,,n/a,n/a,17,0.00,0.02,Go to a snapshot of the SERP for qr code gold,111,1 month
qr code google,Informational | Navigational,n/a,0,140,,n/a,n/a,63,0.73,0.89,Go to a snapshot of the SERP for qr code google,107,1 month
qr code images,Informational,n/a,0,140,,n/a,n/a,20,1.09,0.83,Go to a snapshot of the SERP for qr code images,136,1 month
qr code in google,Informational,n/a,0,140,,n/a,n/a,53,0.73,0.89,6,105,1 month
qr code login,Transactional | Navigational,n/a,0,140,,n/a,n/a,35,0.75,0.05,Go to a snapshot of the SERP for qr code login,133,1 month
qr code maker google,Informational,n/a,0,140,,n/a,n/a,82,0.83,0.59,6,127,1 month
qr code maker pdf,Informational,n/a,0,140,,n/a,n/a,34,1.93,0.59,4,126,1 month
qr code makwe,Commercial,n/a,0,140,,n/a,n/a,n/a,0.65,0.70,6,139,1 month
qr code me,Informational,n/a,0,140,,n/a,n/a,58,0.74,0.45,4,148,1 month
qr code moneky,Informational | Transactional,n/a,0,140,,n/a,n/a,41,0.52,0.40,Go to a snapshot of the SERP for qr code moneky,9.4K,1 month
qr code pic,Informational,n/a,0,140,,n/a,n/a,31,0.92,0.70,Go to a snapshot of the SERP for qr code pic,79,1 month
qr code t shirt,Informational,n/a,0,140,,n/a,n/a,20,0.32,1.00,Go to a snapshot of the SERP for qr code t shirt,186,1 month
qr creator google,Transactional,n/a,0,140,,n/a,n/a,48,0.83,0.59,Go to a snapshot of the SERP for qr creator google,105,1 month
qr generate,Commercial,n/a,0,140,,n/a,n/a,84,0.79,0.71,Go to a snapshot of the SERP for qr generate,136,1 month
qr generator with logo,Commercial,n/a,0,140,,n/a,n/a,78,1.55,0.63,Go to a snapshot of the SERP for qr generator with logo,125,1 month
qr qr,Informational,n/a,0,140,,n/a,n/a,81,0.55,0.16,Go to a snapshot of the SERP for qr qr,118,1 month
qr код,Informational,n/a,0,140,,n/a,n/a,55,0.86,0.10,5,132,1 month
qr-code,Informational,n/a,0,140,,n/a,n/a,92,0.72,0.33,6,134,1 month
qr-code generator,Commercial,n/a,0,140,,n/a,n/a,81,0.00,0.00,3,137,1 month
random qr code generator,Commercial,n/a,0,140,,n/a,n/a,42,0.43,0.25,4,111,1 month
scan me qr,Navigational,n/a,0,140,,n/a,n/a,49,1.44,0.51,Go to a snapshot of the SERP for scan me qr,146,1 month
upload qr code,Informational,n/a,0,140,,n/a,n/a,51,0.56,0.09,Go to a snapshot of the SERP for upload qr code,113,1 month
web qr,Informational,n/a,0,140,,n/a,n/a,60,1.24,0.04,Go to a snapshot of the SERP for web qr,101,1 month
webqr,Navigational,n/a,0,140,,n/a,n/a,33,1.62,0.03,Go to a snapshot of the SERP for webqr,n/a,1 month
website to qr code,Informational,n/a,0,140,,n/a,n/a,85,1.01,0.61,3,142,1 month
white qr code png,Informational,n/a,0,140,,n/a,n/a,25,1.91,0.05,Go to a snapshot of the SERP for white qr code png,87,1 month
wi-fi qr code generator,Informational,n/a,0,140,,n/a,n/a,28,0.58,0.61,5,123,1 month
adobe free qr code,Transactional | Navigational,n/a,0,110,,n/a,n/a,33,1.06,0.07,Go to a snapshot of the SERP for adobe free qr code,104,1 month
adobe generate qr code,Transactional | Navigational,n/a,0,110,,n/a,n/a,34,0.00,0.04,Go to a snapshot of the SERP for adobe generate qr code,105,1 month
as qr,Informational,n/a,0,110,,n/a,n/a,75,0.00,0.15,Go to a snapshot of the SERP for as qr,78,1 month
big qr code,Informational,n/a,0,110,,n/a,n/a,82,0.00,0.12,Go to a snapshot of the SERP for big qr code,132,1 month
bitly qr code generator,Informational | Transactional,n/a,0,110,,n/a,n/a,41,2.10,0.54,5,98,1 month
buy qr code,Transactional,n/a,0,110,,n/a,n/a,16,4.40,0.85,5,192,1 month
canvas qr code,Informational,n/a,0,110,,n/a,n/a,39,1.14,0.16,Go to a snapshot of the SERP for canvas qr code,109,1 month
card qr,Commercial,n/a,0,110,,n/a,n/a,36,1.47,1.00,4,125,1 month
check code generator,Informational,n/a,0,110,,n/a,n/a,38,0.00,0.33,4,95,1 month
cod qr,Informational,n/a,0,110,,n/a,n/a,84,0.59,0.03,Go to a snapshot of the SERP for cod qr,132,1 month
colorful qr,Informational,n/a,0,110,,n/a,n/a,29,1.00,0.20,Go to a snapshot of the SERP for colorful qr,55,1 month
coloured qr code,Informational,n/a,0,110,,n/a,n/a,78,1.07,0.43,7,122,1 month
convert url to qr code,Informational,n/a,0,110,,n/a,n/a,82,0.66,0.77,Go to a snapshot of the SERP for convert url to qr code,118,1 month
crcode,Informational,n/a,0,110,,n/a,n/a,87,0.72,0.33,Go to a snapshot of the SERP for crcode,134,1 month
create a qr code from a link,Informational,n/a,0,110,,n/a,n/a,84,1.74,0.80,Go to a snapshot of the SERP for create a qr code from a link,120,1 month
create bar code,Navigational,n/a,0,110,,n/a,n/a,49,0.75,0.42,Go to a snapshot of the SERP for create bar code,126,1 month
create free ai qr,Informational,n/a,0,110,,n/a,n/a,78,0.00,0.00,Go to a snapshot of the SERP for create free ai qr,131,1 month
create free qr,Commercial,n/a,0,110,,n/a,n/a,86,1.13,0.76,Go to a snapshot of the SERP for create free qr,132,1 month
create free qr codes,Commercial,n/a,0,110,,n/a,n/a,84,1.13,0.76,Go to a snapshot of the SERP for create free qr codes,130,1 month
create my own qr code,Informational,n/a,0,110,,n/a,n/a,86,1.53,0.62,Go to a snapshot of the SERP for create my own qr code,130,1 month
create qr codes for free,Informational,n/a,0,110,,n/a,n/a,84,1.13,0.76,Go to a snapshot of the SERP for create qr codes for free,130,1 month
create qr codes free,Commercial,n/a,0,110,,n/a,n/a,84,1.13,0.76,Go to a snapshot of the SERP for create qr codes free,129,1 month
create qt code,Commercial,n/a,0,110,,n/a,n/a,88,1.50,0.77,4,134,1 month
create scan code for website,Commercial,n/a,0,110,,n/a,n/a,85,2.28,0.71,5,121,1 month
creating your own qr code,Informational,n/a,0,110,,n/a,n/a,86,1.22,0.60,6,118,1 month
double qr code,Informational,n/a,0,110,,n/a,n/a,38,0.00,0.33,6,132,1 month
download from qr code,Informational,n/a,0,110,,n/a,n/a,59,0.69,0.44,Go to a snapshot of the SERP for download from qr code,136,1 month
dragon ball legends qr code generator,Informational,n/a,0,110,,n/a,n/a,22,0.00,0.00,Go to a snapshot of the SERP for dragon ball legends qr code generator,101,1 month
dynamic qr codes,Informational,n/a,0,110,,n/a,n/a,30,5.02,0.65,Go to a snapshot of the SERP for dynamic qr codes,127,1 month
free qr codes maker,Commercial,n/a,0,110,,n/a,n/a,84,1.13,0.76,4,133,1 month
free qr codes that don't expire,Informational,n/a,0,110,,n/a,n/a,59,1.19,0.82,Go to a snapshot of the SERP for free qr codes that don't expire,414K,1 month
gen qrcode,Commercial,n/a,0,110,,n/a,n/a,81,0.79,0.71,5,137,1 month
generate a barcode,Informational,n/a,0,110,,n/a,n/a,51,0.81,0.06,Go to a snapshot of the SERP for generate a barcode,96,1 month
generate a free qr code,Commercial,n/a,0,110,,n/a,n/a,84,1.13,0.76,Go to a snapshot of the SERP for generate a free qr code,132,1 month
generate a qr code for free,Informational,n/a,0,110,,n/a,n/a,86,1.13,0.76,Go to a snapshot of the SERP for generate a qr code for free,129,1 month
generate qr code for free,Commercial,n/a,0,110,,n/a,n/a,84,1.13,0.76,Go to a snapshot of the SERP for generate qr code for free,129,1 month
generate qr code google,Informational,n/a,0,110,,n/a,n/a,42,0.83,0.59,Go to a snapshot of the SERP for generate qr code google,107,1 month
generating qr,Informational,n/a,0,110,,n/a,n/a,84,0.79,0.71,5,138,1 month
google review qr code generator,Informational | Commercial,n/a,0,110,,n/a,n/a,44,1.28,1.00,Go to a snapshot of the SERP for google review qr code generator,117,1 month
how can i get a qr code,Informational,n/a,0,110,,n/a,n/a,70,1.82,0.68,Go to a snapshot of the SERP for how can i get a qr code,116,1 month
how can i get qr code,Informational,n/a,0,110,,n/a,n/a,80,1.14,0.60,Go to a snapshot of the SERP for how can i get qr code,115,1 month
how do i download a qr code,Informational,n/a,0,110,,n/a,n/a,45,0.38,0.41,Go to a snapshot of the SERP for how do i download a qr code,104,1 month
how do i set up a qr code,Informational,n/a,0,110,,n/a,n/a,80,1.16,0.67,8,103,1 month
how do you generate a qr code,Informational,n/a,0,110,,n/a,n/a,78,1.14,0.60,7,108,1 month
how do you make a qr,Informational,n/a,0,110,,n/a,n/a,90,1.66,0.73,Go to a snapshot of the SERP for how do you make a qr,101,1 month
how to do a qr code,Informational,n/a,0,110,,n/a,n/a,77,0.87,0.52,Go to a snapshot of the SERP for how to do a qr code,99,1 month
how to do qr code,Informational,n/a,0,110,,n/a,n/a,37,0.87,0.52,Go to a snapshot of the SERP for how to do qr code,39,1 month
how to download a qr code,Informational,n/a,0,110,,n/a,n/a,68,0.38,0.41,Go to a snapshot of the SERP for how to download a qr code,108,1 month
how to generate qr code for facebook page,Informational,n/a,0,110,,n/a,n/a,36,1.46,0.76,Go to a snapshot of the SERP for how to generate qr code for facebook page,106,1 month
how to generate qr code for microsoft authenticator,Informational,n/a,0,110,,n/a,n/a,41,0.00,0.33,6,105,1 month
how to generate qr code for whatsapp,Informational,n/a,0,110,,n/a,n/a,30,1.19,0.29,6,107,1 month
how to make a website qr code,Informational,n/a,0,110,,n/a,n/a,72,2.25,0.75,Go to a snapshot of the SERP for how to make a website qr code,98,1 month
how to make qr code for link,Informational,n/a,0,110,,n/a,n/a,76,1.47,0.71,7,102,1 month
how to make qr code free,Informational,n/a,0,110,,n/a,n/a,85,1.46,0.68,Go to a snapshot of the SERP for how to make qr code free,115,1 month
how to make your own qr,Informational,n/a,0,110,,n/a,n/a,84,0.97,0.67,7,102,1 month
hugging face qr code generator,Navigational,n/a,0,110,,n/a,n/a,28,1.03,0.32,Go to a snapshot of the SERP for hugging face qr code generator,n/a,1 month
image to qr code,Informational,n/a,0,110,,n/a,n/a,38,0.61,0.40,Go to a snapshot of the SERP for image to qr code,123,1 month
images of qr codes,Informational,n/a,0,110,,n/a,n/a,27,0.61,0.40,Go to a snapshot of the SERP for images of qr codes,137,1 month
instagram qr code generator,Informational,n/a,0,110,,n/a,n/a,22,1.23,0.70,Go to a snapshot of the SERP for instagram qr code generator,116,1 month
large qr code,Informational,n/a,0,110,,n/a,n/a,n/a,0.00,0.12,Go to a snapshot of the SERP for large qr code,189,1 month
legendary qr codes,Informational,n/a,0,110,,n/a,n/a,23,0.00,0.33,8,109,1 month
login qr,Transactional | Navigational,n/a,0,110,,n/a,n/a,24,0.75,0.05,5,124,1 month
make a free qr code,Commercial,n/a,0,110,,n/a,n/a,85,1.48,0.75,8,133,1 month
make a qr code for a link,Informational | Commercial,n/a,0,110,,n/a,n/a,82,1.96,0.75,7,124,1 month
make me a qr code,Commercial,n/a,0,110,,n/a,n/a,84,1.34,0.77,7,135,1 month
make qr code for free,Commercial,n/a,0,110,,n/a,n/a,85,1.13,0.76,Go to a snapshot of the SERP for make qr code for free,132,1 month
making qr code,Informational,n/a,0,110,,n/a,n/a,86,1.18,0.77,7,128,1 month
making qr codes,Informational,n/a,0,110,,n/a,n/a,85,1.18,0.77,Go to a snapshot of the SERP for making qr codes,127,1 month
mass barcode generator,Informational,n/a,0,110,,n/a,n/a,46,1.12,0.07,3,95,1 month
microsoft qr,Transactional | Navigational,n/a,0,110,,n/a,n/a,49,0.57,0.02,6,107,1 month
monkey.com,Informational,n/a,0,110,,n/a,n/a,65,0.27,0.19,Go to a snapshot of the SERP for monkey.com,476M,1 month
online qr code,Commercial,n/a,0,110,,n/a,n/a,79,0.63,0.34,4,133,1 month
online qr code maker,Commercial,n/a,0,110,,n/a,n/a,80,0.79,0.56,4,138,1 month
online qr generator free,Commercial,n/a,0,110,,n/a,n/a,86,0.89,0.73,Go to a snapshot of the SERP for online qr generator free,135,1 month
or code,Informational,n/a,0,110,,n/a,n/a,91,0.67,0.19,7,137,1 month
or kod,Informational,n/a,0,110,,n/a,n/a,66,0.48,0.16,Go to a snapshot of the SERP for or kod,105,1 month
pdf qr code,Informational,n/a,0,110,,n/a,n/a,25,1.10,0.49,Go to a snapshot of the SERP for pdf qr code,118,1 month
picture to qr code generator,Commercial,n/a,0,110,,n/a,n/a,35,0.87,0.60,5,124,1 month
pictures qr,Informational,n/a,0,110,,n/a,n/a,17,1.15,0.76,6,131,1 month
print qr,Informational,n/a,0,110,,n/a,n/a,83,1.51,1.00,9,133,1 month
qr batch generator,Informational,n/a,0,110,,n/a,n/a,26,0.80,0.16,Go to a snapshot of the SERP for qr batch generator,121,1 month
qr code 2,Informational,n/a,0,110,,n/a,n/a,60,0.53,0.96,8,138,1 month
qr code building,Informational,n/a,0,110,,n/a,n/a,22,1.50,0.77,Go to a snapshot of the SERP for qr code building,19,1 month
qr code converter,Commercial,n/a,0,110,,n/a,n/a,85,0.55,0.68,5,131,1 month
qr code create free,Commercial,n/a,0,110,,n/a,n/a,84,1.13,0.76,Go to a snapshot of the SERP for qr code create free,134,1 month
qr code create online,Commercial,n/a,0,110,,n/a,n/a,81,0.79,0.56,4,133,1 month
qr code creatir,Informational | Commercial,n/a,0,110,,n/a,n/a,81,0.79,0.73,Go to a snapshot of the SERP for qr code creatir,136,1 month
