Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
qr code for website url,Informational,n/a,0,210,,n/a,n/a,91,0.31,0.43,Go to a snapshot of the SERP for qr code for website url,119,1 month
qr code für google,Informational,n/a,0,210,,n/a,n/a,29,0.81,0.01,6,131,1 month
qr code für link erstellen,Informational,n/a,0,210,,n/a,n/a,45,1.08,0.82,6,125,1 month
qr code genarator,Commercial,n/a,0,210,,n/a,n/a,67,0.58,0.61,Go to a snapshot of the SERP for qr code genarator,127,1 month
qr code generate,Informational,n/a,0,210,,n/a,n/a,62,0.58,0.61,Go to a snapshot of the SERP for qr code generate,123,1 month
qr code generator canva,Transactional | Navigational,n/a,0,210,,n/a,n/a,44,1.20,0.26,6,107,1 month
qr code generator free online,Informational,n/a,0,210,,n/a,n/a,90,0.50,0.66,Go to a snapshot of the SERP for qr code generator free online,130,1 month
qr code generator pdf,Commercial,n/a,0,210,,n/a,n/a,25,0.69,0.64,Go to a snapshot of the SERP for qr code generator pdf,122,1 month
qr code generator pro,Informational,n/a,0,210,,n/a,n/a,30,2.05,0.60,Go to a snapshot of the SERP for qr code generator pro,20,1 month
qr code generator svg,Informational,n/a,0,210,,n/a,n/a,57,0.55,0.43,3,121,1 month
qr code generator with logo,Informational,n/a,0,210,,n/a,n/a,71,0.94,0.44,Go to a snapshot of the SERP for qr code generator with logo,126,1 month
qr code generator.ai,Informational,n/a,0,210,,n/a,n/a,69,1.09,0.49,4,92,1 month
qr code gernator,Informational,n/a,0,210,,n/a,n/a,65,0.58,0.61,Go to a snapshot of the SERP for qr code gernator,44,1 month
qr code gratis,Informational,n/a,0,210,,n/a,n/a,65,0.56,0.60,4,131,1 month
qr code gratis erstellen,Commercial,n/a,0,210,,n/a,n/a,56,0.75,0.78,6,130,1 month
qr code in weiß,Informational,n/a,0,210,,n/a,n/a,35,0.86,0.33,Go to a snapshot of the SERP for qr code in weiß,98,1 month
qr code internetseite,Informational,n/a,0,210,,n/a,n/a,55,0.54,0.01,Go to a snapshot of the SERP for qr code internetseite,121,1 month
qr code link,Commercial,n/a,0,210,,n/a,n/a,65,0.39,0.44,Go to a snapshot of the SERP for qr code link,125,1 month
qr code logo,Informational,n/a,0,210,,n/a,n/a,27,0.90,0.42,5,127,1 month
qr code machen,Commercial,n/a,0,210,,n/a,n/a,61,0.49,0.68,Go to a snapshot of the SERP for qr code machen,10.4K,1 month
qr code maker online free,Commercial,n/a,0,210,,n/a,n/a,90,0.50,0.66,Go to a snapshot of the SERP for qr code maker online free,133,1 month
qr code mit bild erstellen,Informational,n/a,0,210,,n/a,n/a,43,0.99,0.71,Go to a snapshot of the SERP for qr code mit bild erstellen,19,1 month
qr code photo,Informational,n/a,0,210,,n/a,n/a,34,0.81,0.05,Go to a snapshot of the SERP for qr code photo,133,1 month
qr code rund,Informational,n/a,0,210,,n/a,n/a,50,0.56,0.57,4,43.3M,1 month
qr code weiß,Informational,n/a,0,210,,n/a,n/a,67,1.01,0.26,Go to a snapshot of the SERP for qr code weiß,99,1 month
qr code with logo,Informational,n/a,0,210,,n/a,n/a,60,0.93,0.42,Go to a snapshot of the SERP for qr code with logo,119,1 month
qr code youtube,Informational,n/a,0,210,,n/a,n/a,26,0.53,0.19,7,99,1 month
qr creator google,Informational,n/a,0,210,,n/a,n/a,60,0.76,0.48,Go to a snapshot of the SERP for qr creator google,109,1 month
qr generator freeware,Informational,n/a,0,210,,n/a,n/a,89,0.65,0.70,4,133,1 month
qr generator vcard,Commercial,n/a,0,210,,n/a,n/a,30,1.16,0.73,6,122,1 month
qr maker,Informational,n/a,0,210,,n/a,n/a,61,0.29,0.52,Go to a snapshot of the SERP for qr maker,n/a,1 month
qr online scanner,Commercial,n/a,0,210,,n/a,n/a,69,0.20,0.08,3,83,1 month
qr pdf,Commercial,n/a,0,210,,n/a,n/a,22,0.58,0.63,6,132,1 month
qr scan online,Informational,n/a,0,210,,n/a,n/a,74,0.25,0.07,Go to a snapshot of the SERP for qr scan online,84,1 month
qr svg,Informational,n/a,0,210,,n/a,n/a,31,0.66,0.12,Go to a snapshot of the SERP for qr svg,111,1 month
qr url generator,Informational,n/a,0,210,,n/a,n/a,90,0.64,0.66,3,130,1 month
qr vcard generator,Commercial,n/a,0,210,,n/a,n/a,23,1.16,0.73,7,119,1 month
qr-code erzeugen,Informational,n/a,0,210,,n/a,n/a,59,0.62,0.71,4,129,1 month
qrcode maker,Commercial,n/a,0,210,,n/a,n/a,62,0.38,0.59,6,128,1 month
qrcodechimp,Navigational,n/a,0,210,,n/a,n/a,32,0.40,0.52,Go to a snapshot of the SERP for qrcodechimp,129,1 month
quqr,Informational,n/a,0,210,,n/a,n/a,27,0.00,0.01,3,7.8K,1 month
sample qr code,Informational,n/a,0,210,,n/a,n/a,66,0.46,0.22,Go to a snapshot of the SERP for sample qr code,138,1 month
scan me qr code,Informational,n/a,0,210,,n/a,n/a,21,0.81,0.32,Go to a snapshot of the SERP for scan me qr code,101,1 month
vcard generator qr,Commercial,n/a,0,210,,n/a,n/a,17,1.16,0.73,3,124,1 month
vcf qr code,Commercial,n/a,0,210,,n/a,n/a,17,0.96,0.64,6,118,1 month
video in qr code,Informational,n/a,0,210,,n/a,n/a,22,0.41,0.59,4,127,1 month
visitenkarten qr-code,Commercial,n/a,0,210,,n/a,n/a,25,1.59,1.00,Go to a snapshot of the SERP for visitenkarten qr-code,40,1 month
wie erstelle ich ein qr code,Informational,n/a,0,210,,n/a,n/a,36,0.94,0.68,9,122,1 month
wie kann ich einen qr code erstellen,Informational,n/a,0,210,,n/a,n/a,54,1.14,0.75,6,127,1 month
wie schreibt man qr code,Informational,n/a,0,210,,n/a,n/a,42,0.00,0.01,Go to a snapshot of the SERP for wie schreibt man qr code,125,1 month
генератор qr,Informational,n/a,0,210,,n/a,n/a,64,0.15,0.10,2,101,1 month
генератор qr кода,Informational | Commercial,n/a,0,210,,n/a,n/a,38,0.28,0.25,5,163,1 month
генерация qr кода,Informational,n/a,0,210,,n/a,n/a,45,0.20,0.08,Go to a snapshot of the SERP for генерация qr кода,103,1 month
_xb6vhcdg,Informational,n/a,0,170,,n/a,n/a,n/a,0.00,0.01,Go to a snapshot of the SERP for _xb6vhcdg,395,1 month
application qr,Informational,n/a,0,170,,n/a,n/a,29,0.36,0.48,5,157,1 month
barcode erstellen online,Navigational,n/a,0,170,,n/a,n/a,22,0.48,0.17,4,107,1 month
barcode online erstellen,Navigational,n/a,0,170,,n/a,n/a,28,0.48,0.17,6,135,1 month
barcodes generieren,Navigational,n/a,0,170,,n/a,n/a,23,0.55,0.09,4,134,1 month
bild als qr code erstellen,Informational,n/a,0,170,,n/a,n/a,24,0.84,0.72,7,134,1 month
cardgenerator.com,Informational,n/a,0,170,,n/a,n/a,55,0.00,0.01,Go to a snapshot of the SERP for cardgenerator.com,15M,1 month
create qr code for free,Commercial,n/a,0,170,,n/a,n/a,90,0.64,0.64,6,130,1 month
create qr code with logo,Commercial,n/a,0,170,,n/a,n/a,70,1.04,0.49,4,122,1 month
create qr generator,Informational,n/a,0,170,,n/a,n/a,90,0.55,0.61,Go to a snapshot of the SERP for create qr generator,135,1 month
create scan code,Informational,n/a,0,170,,n/a,n/a,84,1.08,0.67,5,131,1 month
digitale visitenkarte qr code,Informational,n/a,0,170,,n/a,n/a,19,2.10,0.86,Go to a snapshot of the SERP for digitale visitenkarte qr code,124,1 month
generat qr,Commercial,n/a,0,170,,n/a,n/a,67,0.58,0.61,Go to a snapshot of the SERP for generat qr,134,1 month
goqr me,Navigational,n/a,0,170,,n/a,n/a,35,0.79,0.32,Go to a snapshot of the SERP for goqr me,10,1 month
image qr code,Informational,n/a,0,170,,n/a,n/a,34,0.65,0.18,4,137,1 month
indesign qr code erstellen,Informational,n/a,0,170,,n/a,n/a,14,1.33,0.18,Go to a snapshot of the SERP for indesign qr code erstellen,115,1 month
kostenlose qr code generator,Commercial,n/a,0,170,,n/a,n/a,57,0.85,0.80,8,129,1 month
link zu qr-code,Commercial,n/a,0,170,,n/a,n/a,61,0.43,0.76,Go to a snapshot of the SERP for link zu qr-code,122,1 month
logo qr code,Informational,n/a,0,170,,n/a,n/a,22,0.90,0.42,5,127,1 month
make qr code with logo,Commercial,n/a,0,170,,n/a,n/a,70,1.04,0.49,6,121,1 month
me qr code,Navigational,n/a,0,170,,n/a,n/a,23,0.46,0.45,Go to a snapshot of the SERP for me qr code,124,1 month
muster qr code,Informational,n/a,0,170,,n/a,n/a,15,0.90,0.65,8,139,1 month
online qr code maker,Informational,n/a,0,170,,n/a,n/a,91,0.43,0.53,Go to a snapshot of the SERP for online qr code maker,132,1 month
q r code generator,Commercial,n/a,0,170,,n/a,n/a,57,0.58,0.61,Go to a snapshot of the SERP for q r code generator,125,1 month
qccode,Informational,n/a,0,170,,n/a,n/a,73,0.48,0.24,Go to a snapshot of the SERP for qccode,55,1 month
qr barcode generator online,Informational,n/a,0,170,,n/a,n/a,73,0.40,0.53,3,101,1 month
qr code anzeigen,Informational,n/a,0,170,,n/a,n/a,34,0.20,0.05,Go to a snapshot of the SERP for qr code anzeigen,127,1 month
qr code bild erstellen,Informational,n/a,0,170,,n/a,n/a,31,0.84,0.72,5,133,1 month
qr code building,Informational,n/a,0,170,,n/a,n/a,79,1.06,0.67,Go to a snapshot of the SERP for qr code building,115,1 month
qr code designen,Commercial,n/a,0,170,,n/a,n/a,63,0.86,0.56,7,133,1 month
qr code erstellen bild,Commercial,n/a,0,170,,n/a,n/a,28,0.84,0.72,6,130,1 month
qr code erstellen mit bild,Commercial,n/a,0,170,,n/a,n/a,43,0.84,0.72,6,129,1 month
qr code erstellen pdf,Informational,n/a,0,170,,n/a,n/a,25,0.68,0.65,Go to a snapshot of the SERP for qr code erstellen pdf,127,1 month
qr code for free,Commercial,n/a,0,170,,n/a,n/a,69,0.65,0.68,Go to a snapshot of the SERP for qr code for free,126,1 month
qr code für pdf erstellen,Informational,n/a,0,170,,n/a,n/a,19,1.26,0.78,Go to a snapshot of the SERP for qr code für pdf erstellen,127,1 month
qr code für video erstellen,Informational,n/a,0,170,,n/a,n/a,19,1.28,0.79,Go to a snapshot of the SERP for qr code für video erstellen,125,1 month
qr code für überweisung erstellen kostenlos,Informational,n/a,0,170,,n/a,n/a,20,0.75,0.08,Go to a snapshot of the SERP for qr code für überweisung erstellen kostenlos,70.2K,1 month
qr code generation,Commercial,n/a,0,170,,n/a,n/a,60,0.52,0.64,4,129,1 month
qr code generator freeware,Informational | Commercial,n/a,0,170,,n/a,n/a,76,0.64,0.64,2,131,1 month
qr code generator ohne anmeldung kostenlos,Transactional,n/a,0,170,,n/a,n/a,49,0.27,0.68,4,105,1 month
qr code generator pdf kostenlos,Commercial,n/a,0,170,,n/a,n/a,30,0.78,0.75,Go to a snapshot of the SERP for qr code generator pdf kostenlos,111,1 month
qr code generator wlan,Commercial,n/a,0,170,,n/a,n/a,27,0.22,0.56,Go to a snapshot of the SERP for qr code generator wlan,117,1 month
qr code generien,Commercial,n/a,0,170,,n/a,n/a,58,0.00,0.00,4,132,1 month
qr code gestalten,Informational,n/a,0,170,,n/a,n/a,61,0.94,0.08,Go to a snapshot of the SERP for qr code gestalten,127,1 month
qr code kostenlos erstellen dauerhaft,Informational,n/a,0,170,,n/a,n/a,51,0.93,0.80,Go to a snapshot of the SERP for qr code kostenlos erstellen dauerhaft,118,1 month
qr code lesen online,Informational,n/a,0,170,,n/a,n/a,20,0.23,0.09,4,83,1 month
qr code make,Informational,n/a,0,170,,n/a,n/a,69,0.38,0.59,5,134,1 month
qr code manuell eingeben,Informational,n/a,0,170,,n/a,n/a,26,0.65,0.01,6,105,1 month
qr code mit foto,Commercial,n/a,0,170,,n/a,n/a,26,1.08,0.64,8,124,1 month
qr code mit kontaktdaten erstellen,Informational,n/a,0,170,,n/a,n/a,20,1.99,0.74,Go to a snapshot of the SERP for qr code mit kontaktdaten erstellen,120,1 month
qr code msg,Informational,n/a,0,170,,n/a,n/a,29,0.00,0.13,6,117,1 month
qr code muster,Informational,n/a,0,170,,n/a,n/a,28,0.90,0.65,7,137,1 month
qr code nummer,Informational,n/a,0,170,,n/a,n/a,26,1.01,0.33,Go to a snapshot of the SERP for qr code nummer,128,1 month
qr code printen,Informational | Commercial,n/a,0,170,,n/a,n/a,n/a,0.97,0.17,6,122,1 month
qr code site internet,Informational,n/a,0,170,,n/a,n/a,79,0.96,0.45,7,125,1 month
qr code text generator,Informational,n/a,0,170,,n/a,n/a,75,0.13,0.52,Go to a snapshot of the SERP for qr code text generator,125,1 month
qr code von website erstellen,Informational,n/a,0,170,,n/a,n/a,52,1.29,0.79,Go to a snapshot of the SERP for qr code von website erstellen,121,1 month
qr code wlan generator,Commercial,n/a,0,170,,n/a,n/a,19,0.22,0.56,Go to a snapshot of the SERP for qr code wlan generator,124,1 month
qr code.io,Navigational,n/a,0,170,,n/a,n/a,38,0.49,0.43,4,n/a,1 month
qr codemonkey,Commercial,n/a,0,170,,n/a,n/a,25,0.25,0.36,5,130,1 month
qr codes erstellen kostenlos,Informational,n/a,0,170,,n/a,n/a,61,0.74,0.74,Go to a snapshot of the SERP for qr codes erstellen kostenlos,123,1 month
qr creator free,Informational,n/a,0,170,,n/a,n/a,91,0.65,0.70,4,132,1 month
qr generator ai,Commercial,n/a,0,170,,n/a,n/a,80,0.80,0.51,3,121,1 month
qr generator gratis,Informational,n/a,0,170,,n/a,n/a,60,0.67,0.71,Go to a snapshot of the SERP for qr generator gratis,124,1 month
qr generator svg,Informational,n/a,0,170,,n/a,n/a,16,0.68,0.46,Go to a snapshot of the SERP for qr generator svg,18,1 month
qr generator wifi,Informational,n/a,0,170,,n/a,n/a,26,0.30,0.44,6,126,1 month
qr generator with logo,Commercial,n/a,0,170,,n/a,n/a,82,1.04,0.49,7,117,1 month
qr generieren,Commercial,n/a,0,170,,n/a,n/a,58,0.61,0.74,Go to a snapshot of the SERP for qr generieren,124,1 month
qr kod oluşturma,Informational,n/a,0,170,,n/a,n/a,30,0.39,0.41,6,105,1 month
qr monkey code,Informational | Transactional,n/a,0,170,,n/a,n/a,23,0.29,0.42,Go to a snapshot of the SERP for qr monkey code,126,1 month
qr monkeys,Navigational,n/a,0,170,,n/a,n/a,29,0.07,0.28,8,157,1 month
qr site,Informational,n/a,0,170,,n/a,n/a,84,0.86,0.41,Go to a snapshot of the SERP for qr site,33,1 month
qr tagging,Informational,n/a,0,170,,n/a,n/a,16,0.48,0.24,Go to a snapshot of the SERP for qr tagging,135,1 month
qr tester,Informational,n/a,0,170,,n/a,n/a,26,1.06,0.33,Go to a snapshot of the SERP for qr tester,1.2M,1 month
qr to link,Informational,n/a,0,170,,n/a,n/a,30,0.39,0.44,Go to a snapshot of the SERP for qr to link,123,1 month
qr-,Informational,n/a,0,170,,n/a,n/a,74,0.45,0.10,Go to a snapshot of the SERP for qr-,79,1 month
qr-code ersteller,Commercial,n/a,0,170,,n/a,n/a,54,0.46,0.69,3,130,1 month
qr-code generator kostenlos dauerhaft,Informational | Commercial,n/a,0,170,,n/a,n/a,58,0.74,0.76,Go to a snapshot of the SERP for qr-code generator kostenlos dauerhaft,128,1 month
qr-code generator mit logo,Commercial,n/a,0,170,,n/a,n/a,n/a,0.92,0.22,4,129,1 month
qr-code maker,Commercial,n/a,0,170,,n/a,n/a,59,0.38,0.59,7,215M,1 month
qr-code-generator.com,Informational,n/a,0,170,,n/a,n/a,72,1.02,0.71,3,103M,1 month
qr1,Navigational,n/a,0,170,,n/a,n/a,30,0.00,0.19,Go to a snapshot of the SERP for qr1,n/a,1 month
qrcode generator kostenlos,Informational,n/a,0,170,,n/a,n/a,61,0.66,0.73,Go to a snapshot of the SERP for qrcode generator kostenlos,20,1 month
qrcode online,Commercial,n/a,0,170,,n/a,n/a,70,0.31,0.23,Go to a snapshot of the SERP for qrcode online,125,1 month
qrcode svg generator,Commercial,n/a,0,170,,n/a,n/a,48,0.55,0.43,5,120,1 month
qrcodr,Informational,n/a,0,170,,n/a,n/a,69,0.48,0.24,Go to a snapshot of the SERP for qrcodr,131,1 month
qrme,Transactional,n/a,0,170,,n/a,n/a,30,0.60,0.17,Go to a snapshot of the SERP for qrme,59,1 month
qrtag,Navigational,n/a,0,170,,n/a,n/a,n/a,0.46,0.26,7,112,1 month
quer code,Informational,n/a,0,170,,n/a,n/a,71,0.46,0.26,7,134,1 month
random qr,Navigational,n/a,0,170,,n/a,n/a,33,0.54,0.04,Go to a snapshot of the SERP for random qr,98,1 month
round qr,Informational,n/a,0,170,,n/a,n/a,35,0.56,0.57,10,98,1 month
round qr code,Informational,n/a,0,170,,n/a,n/a,33,0.56,0.57,9,86,1 month
scannable barcode,Informational,n/a,0,170,,n/a,n/a,54,0.51,0.83,6,101,1 month
site qr,Informational,n/a,0,170,,n/a,n/a,79,0.96,0.45,7,126,1 month
statischen qr code erstellen,Informational,n/a,0,170,,n/a,n/a,60,0.72,0.65,5,60,1 month
tu chemnitz qr code,Navigational,n/a,0,170,,n/a,n/a,20,0.00,0.33,3,109,1 month
url erstellen,Informational,n/a,0,170,,n/a,n/a,34,1.80,0.62,5,125,1 month
vcard maker,Informational,n/a,0,170,,n/a,n/a,26,1.17,0.54,5,172,1 month
vcf qr code generator,Informational,n/a,0,170,,n/a,n/a,16,1.30,0.75,Go to a snapshot of the SERP for vcf qr code generator,106,1 month
vcf to qr code,Informational,n/a,0,170,,n/a,n/a,23,1.17,0.71,6,107,1 month
visitenkarte mit qr-code,Informational,n/a,0,170,,n/a,n/a,20,1.34,1.00,4,133,1 month
visitenkarte qr-code,Commercial,n/a,0,170,,n/a,n/a,30,1.55,1.00,6,118,1 month
visitenkarten mit qr-code erstellen,Informational,n/a,0,170,,n/a,n/a,25,2.03,1.00,5,124,1 month
webqr,Transactional | Navigational,n/a,0,170,,n/a,n/a,39,1.13,0.05,Go to a snapshot of the SERP for webqr,n/a,1 month
wie generiere ich einen qr code,Informational,n/a,0,170,,n/a,n/a,52,1.25,0.74,Go to a snapshot of the SERP for wie generiere ich einen qr code,126,1 month
wie kann man einen qr code erstellen,Informational,n/a,0,170,,n/a,n/a,51,0.55,0.67,Go to a snapshot of the SERP for wie kann man einen qr code erstellen,119,1 month
wlan qr code generator,Informational,n/a,0,170,,n/a,n/a,16,0.22,0.56,Go to a snapshot of the SERP for wlan qr code generator,112,1 month
йк код,Informational,n/a,0,170,,n/a,n/a,51,0.00,0.08,Go to a snapshot of the SERP for йк код,132,1 month
barcode and qr,Informational,n/a,0,140,,n/a,n/a,26,0.39,0.04,Go to a snapshot of the SERP for barcode and qr,135,1 month
barcode generator de,Informational | Transactional,n/a,0,140,,n/a,n/a,10,0.90,0.05,3,106,1 month
barcode tec it,Navigational,n/a,0,140,,n/a,n/a,30,1.45,0.07,Go to a snapshot of the SERP for barcode tec it,n/a,1 month
code erstellen,Commercial,n/a,0,140,,n/a,n/a,52,0.69,0.49,6,146,1 month
code generieren,Informational,n/a,0,140,,n/a,n/a,36,1.57,0.41,Go to a snapshot of the SERP for code generieren,134,1 month
codesdirekt,Transactional,n/a,0,140,,n/a,n/a,30,1.71,0.82,Go to a snapshot of the SERP for codesdirekt,334,1 month
convert link to qr code,Informational,n/a,0,140,,n/a,n/a,85,0.48,0.67,5,120,1 month
create qr online,Informational,n/a,0,140,,n/a,n/a,93,0.43,0.53,Go to a snapshot of the SERP for create qr online,20,1 month
directe link,Informational,n/a,0,140,,n/a,n/a,n/a,0.00,0.33,5,107,1 month
facebook qr code erstellen,Informational,n/a,0,140,,n/a,n/a,24,0.78,0.68,6,108,1 month
free qr code generator free,Informational,n/a,0,140,,n/a,n/a,87,0.74,0.72,Go to a snapshot of the SERP for free qr code generator free,130,1 month
generate qr code for free,Informational,n/a,0,140,,n/a,n/a,90,0.70,0.71,7,135,1 month
generate qr code online,Informational,n/a,0,140,,n/a,n/a,86,0.43,0.53,Go to a snapshot of the SERP for generate qr code online,133,1 month
generate qrcode,Commercial,n/a,0,140,,n/a,n/a,92,0.58,0.61,Go to a snapshot of the SERP for generate qrcode,131,1 month
generatore qr code gratis,Informational,n/a,0,140,,n/a,n/a,68,0.67,0.71,Go to a snapshot of the SERP for generatore qr code gratis,135,1 month
google qr code erstellen,Informational,n/a,0,140,,n/a,n/a,29,1.07,0.72,Go to a snapshot of the SERP for google qr code erstellen,108,1 month
gratis qr,Informational,n/a,0,140,,n/a,n/a,59,0.34,0.30,6,135,1 month
how to create a qr,Informational,n/a,0,140,,n/a,n/a,99,0.84,0.63,6,103,1 month
how to create a qr code for a link,Informational,n/a,0,140,,n/a,n/a,79,1.18,0.76,Go to a snapshot of the SERP for how to create a qr code for a link,41,1 month
how to make a qr code,Informational,n/a,0,140,,n/a,n/a,83,0.96,0.55,7,100,1 month
https://www.qr-code-generator.de,Informational,n/a,0,140,,n/a,n/a,66,1.32,0.74,3,93.3M,1 month
kostenlos qr codes erstellen,Commercial,n/a,0,140,,n/a,n/a,57,0.83,0.79,8,131,1 month
link in qr code umwandeln kostenlos,Commercial,n/a,0,140,,n/a,n/a,55,0.77,0.82,Go to a snapshot of the SERP for link in qr code umwandeln kostenlos,20,1 month
link to qe,Commercial,n/a,0,140,,n/a,n/a,79,0.26,0.60,4,130,1 month
links qr,Informational,n/a,0,140,,n/a,n/a,28,0.26,0.60,5,129,1 month
make qr barcode,Commercial,n/a,0,140,,n/a,n/a,60,0.38,0.59,5,133,1 month
make qr code from link,Informational,n/a,0,140,,n/a,n/a,90,0.51,0.70,Go to a snapshot of the SERP for make qr code from link,131,1 month
make qr code pdf,Commercial,n/a,0,140,,n/a,n/a,19,0.73,0.59,3,125,1 month
pdf als qr code,Informational,n/a,0,140,,n/a,n/a,15,0.84,0.75,Go to a snapshot of the SERP for pdf als qr code,131,1 month
pdf zu qr code,Commercial,n/a,0,140,,n/a,n/a,17,0.57,0.76,Go to a snapshot of the SERP for pdf zu qr code,130,1 month
pr qu,Informational,n/a,0,140,,n/a,n/a,14,0.00,0.33,5,450M,1 month
print qr code,Informational,n/a,0,140,,n/a,n/a,69,1.41,0.03,Go to a snapshot of the SERP for print qr code,129,1 month
python qr code generator,Informational,n/a,0,140,,n/a,n/a,33,0.00,0.02,Go to a snapshot of the SERP for python qr code generator,106,1 month
qr 1,Navigational,n/a,0,140,,n/a,n/a,35,0.00,0.19,Go to a snapshot of the SERP for qr 1,122,1 month
qr barcode maker online,Informational,n/a,0,140,,n/a,n/a,70,0.40,0.53,3,122,1 month
qr code aus link,Commercial,n/a,0,140,,n/a,n/a,66,0.44,0.76,Go to a snapshot of the SERP for qr code aus link,124,1 month
qr code create online,Commercial,n/a,0,140,,n/a,n/a,89,0.40,0.53,5,134,1 month
qr code dauerhaft kostenlos,Informational,n/a,0,140,,n/a,n/a,56,0.67,0.73,Go to a snapshot of the SERP for qr code dauerhaft kostenlos,111,1 month
qr code erstelle,Commercial,n/a,0,140,,n/a,n/a,57,0.66,0.71,Go to a snapshot of the SERP for qr code erstelle,3.3M,1 month
qr code erstellen free,Informational,n/a,0,140,,n/a,n/a,58,0.60,0.77,Go to a snapshot of the SERP for qr code erstellen free,124,1 month
qr code erstellen iphone,Informational,n/a,0,140,,n/a,n/a,24,0.96,0.54,Go to a snapshot of the SERP for qr code erstellen iphone,123,1 month
qr code erstellen video,Commercial,n/a,0,140,,n/a,n/a,17,0.68,0.71,Go to a snapshot of the SERP for qr code erstellen video,20,1 month
qr code generato,Informational,n/a,0,140,,n/a,n/a,53,0.52,0.64,5,125,1 month
qr code generator de,Informational,n/a,0,140,,n/a,n/a,62,0.76,0.64,Go to a snapshot of the SERP for qr code generator de,96,1 month
qr code generator for free,Commercial,n/a,0,140,,n/a,n/a,90,0.74,0.72,Go to a snapshot of the SERP for qr code generator for free,132,1 month
qr code generator line,Informational,n/a,0,140,,n/a,n/a,n/a,0.40,0.53,5,134,1 month
qr code generator offline,Informational,n/a,0,140,,n/a,n/a,45,0.51,0.08,6,131,1 month
qr code generator ohne anmeldung,Transactional,n/a,0,140,,n/a,n/a,38,0.19,0.59,4,130,1 month
qr code generator text,Commercial,n/a,0,140,,n/a,n/a,62,0.13,0.52,Go to a snapshot of the SERP for qr code generator text,105,1 month
qr code generator vcard,Informational,n/a,0,140,,n/a,n/a,23,1.30,0.75,Go to a snapshot of the SERP for qr code generator vcard,17,1 month
qr code generator wifi,Commercial,n/a,0,140,,n/a,n/a,26,0.33,0.45,Go to a snapshot of the SERP for qr code generator wifi,124,1 month
qr code genereieren,Commercial,n/a,0,140,,n/a,n/a,55,0.54,0.71,4,131,1 month
qr code generieren gratis,Informational,n/a,0,140,,n/a,n/a,55,0.71,0.74,Go to a snapshot of the SERP for qr code generieren gratis,39,1 month
qr code generieren kostenlos ohne anmeldung,Transactional,n/a,0,140,,n/a,n/a,48,0.49,0.80,Go to a snapshot of the SERP for qr code generieren kostenlos ohne anmeldung,114,1 month
qr code generierung,Informational,n/a,0,140,,n/a,n/a,58,0.70,0.73,Go to a snapshot of the SERP for qr code generierung,126,1 month
qr code herstellen,Commercial,n/a,0,140,,n/a,n/a,61,0.66,0.71,Go to a snapshot of the SERP for qr code herstellen,129,1 month
qr code klein,Informational,n/a,0,140,,n/a,n/a,62,0.00,0.03,Go to a snapshot of the SERP for qr code klein,134,1 month
qr code kostenlos herunterladen,Informational,n/a,0,140,,n/a,n/a,60,0.29,0.50,5,116,1 month
qr code maker free,Commercial,n/a,0,140,,n/a,n/a,87,0.39,0.57,Go to a snapshot of the SERP for qr code maker free,131,1 month
qr code mit eigenem handy scannen,Informational,n/a,0,140,,n/a,n/a,28,0.36,0.06,6,129,1 month
qr code monkey kostenlos,Commercial,n/a,0,140,,n/a,n/a,33,0.80,0.66,Go to a snapshot of the SERP for qr code monkey kostenlos,108,1 month
qr code random,Informational,n/a,0,140,,n/a,n/a,19,0.54,0.04,Go to a snapshot of the SERP for qr code random,96,1 month
qr code randomizer,Informational,n/a,0,140,,n/a,n/a,77,0.56,0.05,3,104,1 month
qr code round,Informational,n/a,0,140,,n/a,n/a,29,0.56,0.57,7,80,1 month
qr code selber machen,Informational,n/a,0,140,,n/a,n/a,53,0.33,0.53,Go to a snapshot of the SERP for qr code selber machen,35,1 month
qr code testsieger,Informational,n/a,0,140,,n/a,n/a,12,0.00,0.33,Go to a snapshot of the SERP for qr code testsieger,117,1 month
qr code to text,Informational,n/a,0,140,,n/a,n/a,59,0.00,0.01,4,98,1 month
qr code url,Informational,n/a,0,140,,n/a,n/a,50,0.30,0.41,6,122,1 month
qr code vcf generator,Informational,n/a,0,140,,n/a,n/a,29,1.16,0.73,5,105,1 month
qr code visitenkarte kostenlos,Informational,n/a,0,140,,n/a,n/a,25,1.39,0.87,Go to a snapshot of the SERP for qr code visitenkarte kostenlos,104,1 month
qr code website,Commercial,n/a,0,140,,n/a,n/a,71,0.96,0.45,4,60,1 month
qr code wifi generator,Informational,n/a,0,140,,n/a,n/a,26,0.33,0.45,Go to a snapshot of the SERP for qr code wifi generator,122,1 month
qr code zu link erstellen,Informational,n/a,0,140,,n/a,n/a,55,0.73,0.76,Go to a snapshot of the SERP for qr code zu link erstellen,120,1 month
qr coder,Commercial,n/a,0,140,,n/a,n/a,68,0.48,0.24,Go to a snapshot of the SERP for qr coder,134,1 month
qr coding,Informational,n/a,0,140,,n/a,n/a,61,0.40,0.32,4,135,1 month
qr coe,Informational,n/a,0,140,,n/a,n/a,70,0.46,0.26,6,131,1 month
qr free generator,Commercial,n/a,0,140,,n/a,n/a,90,0.62,0.73,Go to a snapshot of the SERP for qr free generator,134,1 month
qr kod generator,Commercial,n/a,0,140,,n/a,n/a,60,0.42,0.64,4,128,1 month
